title,content
河北地质大学第三期创业基础师资培训圆满结束,为了加强学生的创新思维和创业能力，提高教师开展创新创业教育的意识和能力，改进教师的教学理念和方法，我校于10月15日-16日在综合楼三楼智慧教室举办了第三期创业基础师资培训。本期由创新创业教育学院院长朱燕空主讲，山东工商学院周金刚老师受邀担任客座讲师。本期培训主题为“创业型教师成长之路：从思维到方法”，着重围绕教学方法的创新进行培训和研讨。采用基于实践的教学法与教练技术等教学方法，以混合式学习为主要模式，以创业基础为内容载体。利用创业思维大胆发散，将思维碎片逐渐组建成形，挖掘教师的创新思维。课堂气氛活跃融洽，激发了老师们的教学改革积极性。为期两天的培训班圆满结束，老师们受到很大启发，表示要将这种创业思维融入到日常教学中，改进教学方法。我校来自12个学院的26位老师参加了培训，校党委书记李军、人事处相关负责人、教务处相关人员随堂听课学习。
“善行河北，文明出行”河北省交警艺术团志愿公益巡回演出在北校区举行,10月19日晚，由省文明办、省教育厅、省公安交管局主办，河北省交警艺术团承办的“善行河北，文明出行”志愿公益巡回演出活动在我校北校区举行。河北省交警艺术团围绕宣传交通安全知识、交通法规为主题，以学生喜闻乐见的形式，通过歌曲、小品、相声等艺术形式，向学生们开展交通安全宣传教育。北校区学生观看了演出。来自省交警艺术团的演员们将交通安全常识融入歌舞、相声、小品等节目中，进一步增强了同学们的交通安全意识。开场舞《国旗颂》，男声独唱《滚滚长江东逝水》，歌伴舞《安全是大家的》、《越走路越宽》、《山路十八弯》等节目精彩纷呈；歌曲《北京北京》、《像梦一样自由》受到广大同学的热烈欢迎；围绕“酒驾”“碰瓷”等违法行为和不文明现象而创作的主题小品《警示》、相声《平安是福》都让同学们更生动直观地了解了遵守交通法规、文明出行的重要性。期间，主持人还与现场观众进行了关于交通法规和交通安全知识的有奖竞答活动，同学们积极参与，现场气氛热烈。此次演出活动增强了我校大学生的交通法制观念，提升了同学们的交通安全意识，受到同学们的广泛好评。精彩图集：摄影：张欣
积淀人文，传承经典——河北地质大学第一届人文知识竞赛初赛,为拓宽大学生的知识视野，提高大学生的文化素质，增强大学生阅读人文经典的自觉性，根据《河北省教育厅关于举办2016年河北省大学生人文知识竞赛暨华北五省（市、自治区）大学生人文知识竞赛选拔赛的通知》要求，我校决定于10月10日—30日举办校内选拔赛，由教务处和学生处主办，艺术设计和法政学院承办。比赛分为初赛和复赛两个阶段，优秀选手代表我校参加河北省大学生人文知识竞赛。10月16日举办了以“观乎人文，化成天下”为主题的人文知识竞赛初赛，本次竞赛，吸引了来自全校各个学院约3800名学生踊跃参加。初赛为笔试，主要包括文史哲艺，自然科学常识及基础人文经典等多方面内容。上午9时竞赛正式开始，同学们以饱满的热情全身心的投入到答卷当中。严格的监考制度、规范的监考流程、强大的后勤保障以及各级老师对竞赛的重视度为竞赛的顺利举办提供了保障。经过组委会和广大同学的努力，10月17日完成初赛阅卷工作。本次知识竞赛让大学生重温了人文经典，感受到了经典的魅力，对进一步弘扬古代优秀典籍，拓宽大学生知识视野，提高其阅读人文经典的自觉性有着重要的意义；为我校学生成长、成才、展示自我奠定了更为宽厚的基础。同时希望在接下来的复赛中我校学生充分展现其风采，赛出最好水平，展现地大风貌。
商学院开展系列研究生招生宣讲工作,首先，印刷了企业管理、旅游管理、MBA招生宣传彩页；制作电子宣传资料并进行推广，与研招在线、中国研究生招生网等网站，签订网络推广协议；分别走访海天、领航、鼎石、学程、阳光、文都、高联、学府等考研培训机构，以及到石家庄学院、河北师大汇华学院、河北经贸经济与管理学院等院校发放宣传彩页。同时，分多路到外地相关院校进行宣讲，其中，苗泽华、和文征赴张家口到河北建工学院和北方学院；王汉新、张圣泉、陈伟娜赴衡水学院；董莉、郭爱英、王成敏赴邢台学院；白翠玲、张启老师赴邯郸学院；王汉新随研究生学院赴廊坊师范学院。各位老师介绍了学校的办学历史、研究生教育情况、研究生招生政策、研究生资助体系、商学院3个硕士点的培养模式及就业去向。宣讲老师与相关领导进行了座谈，就双方师资培养、专业建设与课程建设、联合培养硕士等方面表达了合作意愿。MBA教育中心王汉新主任与华夏保险河北分公司就员工考取我校MBA工作进行对接，进一步就双方校企合作进行了商谈；在去年与天山集团的培训中心签订合作协议的基础上，就天山集团员工考我校MBA进行沟通；与冀凯集团冯帆董事长进行了座谈，就校企合作以及员工考MBA以及培训进行了沟通；积极联络MBA社会导师，利用社会导师帮助宣传推广我校的MBA项目；并分别派老师到邢台、张家口等地相关企业进行宣传。通过系列宣讲于座谈，提高了我校及商学院的知名度与社会影响力，对扩大招生范围，提高研究生质量起到了积极作用。 
华信学院举行新教师入职宣誓暨教师培训大会,10月13日中午，华信学院在行政楼报告厅举行新入职教师入职宣誓仪式暨教师培训大会。全体院领导，部分机关职能部门负责人，各系主任、党总支书记、各教研室主任及2015年、2016年新入职专职教师和辅导员参加大会。大会由华信学院党委书记周兴荣主持。入职宣誓在庄严的国歌声中拉开帷幕。“我宣誓：作为河北地质大学华信学院教师，我将忠诚党的教育事业，履行教书育人的神圣职责……”在副院长刘明海教授的领誓下，全体新入职教师右手握拳高举过肩，以铿锵有力、整齐响亮的声音宣读了誓言。随后，管理系教师李星代表新入职教师发言，表示将秉承“春蚕到死丝方尽，蜡炬成灰泪始干”的奉献精神，努力承担起人民教师的责任和使命，在未来的工作中内铸师魂、外塑师表、精练师能、恪守师道，充分担当起作为一名教师的责任，不辜负“人民教师”这一光荣而神圣的称谓。宣誓仪式结束后，华信学院院长杨文会教授代表全体师生对新入职教师光荣加入华信学院行列表示热烈欢迎！并从三个方面为新入职教师培训开讲了第一课。他要求新教师们首先要“完美转身，认清身份”，充分理解“大学之道，在明明德”的深刻内涵，充分认识“传道、授业、解惑”的神圣责任，以自己完善的思想、完美的人格、渊博的学识和人格魅力教育和感染学生，为国家和民族培养优秀人才；其次，要牢固树立“政治意识，大局意识”，充分认识教育是一个国家上层建筑的重要组成部分，要以正确的世界观、人生观和社会主义核心价值观培养学生、教育学生，履行好教书育人的神圣使命；第三，要自觉“融入华信，遵规守纪”，尽快熟悉学院组织机构、运行机制和团队文化，热爱华信，忠于职守，模范遵守各项规章制度，不断增强岗位与责任意识，力戒好高骛远和浮躁心态，通过自身素质的提高，力求做到“会谋事、能干事、干成事”，努力实现个人“作用、成绩、收获、美满度和幸福感最大化”。最后，周兴荣讲话，他结合自身工作实际，要求新入职教师们要深刻理解教师身份，努力做一名合格教师；要牢固树立奉献意识，努力实现教学相长；要忠诚党的教育事业，坚持教书、育人并重；要树立起责任意识，努力将学生培养成为有才华、有感情、有荣誉心、有羞耻心的合格人才。
经贸学院开展系列研究生招生宣讲工作,根据学校安排和我校研究生招生工作的实际情况，经贸学院成立了研究生招生宣讲工作领导小组，领导小组由刘德智为组长，牛建高、李国柱为副组长，全体硕士生导师为组员，教学秘书与辅导员为秘书。在研究生招生宣讲工作领导小组的领导下，经贸学院开展了一系列的招生宣讲工作。修订完善了人口、资源与环境经济学专业研究生招生简章和金融学专业硕士招生简章，将招生简章通过考研培训机构进行发放；吴文盛、李国柱老师赴邢台学院进行了招生宣讲，郝志军老师随研究生学院赴廊坊师范学院进行了招生宣讲，吕宝林老师赴北方学院进行了招生宣讲，许冀艺和郭晓娜老师赴河北科技师范学院和燕山大学里仁学院进行了招生宣讲，李军峰老师在华信学院进行了招生宣讲。辅导员老师也通过信息手段将招生简章电子版进行了传送。各位老师介绍了经贸学院的办学历史、研究生教育情况、研究生招生政策、研究生资助体系、两个硕士点的培养模式及就业去向。宣讲老师与相关领导进行了座谈，就双方师资培养、专业建设与课程建设、联合培养硕士等方面表达了合作意愿。根据安排，在正式报名结束前，刘德智、牛建高、李国柱等老师还将在参加各种省、部级会议时继续宣讲我院的研究生招生工作。通过此次宣讲，提高了我校及经贸学院的知名度与社会影响力，对进一步提高研究生质量起到了积极作用。
巴西教育代表团访问我校,10月15日，以里约前教育厅厅长，巴西教育研究院研究员威尔森（Wilson Risolia Rodrigues）先生为团长的巴西教育代表团一行11人对我校进行了友好访问。副校长候书文接见了代表团并与代表团进行了合作洽谈，洽谈由国际教育交流中心主任廖亦斌主持。合作洽谈期间，侯书文致欢迎词并介绍了我校60多年来的办学、发展历程，以及国际合作交流情况，表达了和巴西进行教育合作交流的愿望；威尔森先生随后介绍了巴西教育的基本情况及通过访问中国教育机构，以期和中国教育机构建立合作，学习中国先进的教育经验，解决巴西教育方面的问题，促进巴西社会进步的访问目的，同时表达了希望我校和巴西的院校建立合作的愿望。代表团还参观了我校的地球科学博物馆及钱圆博物馆，馆长吴文盛馆长全程陪同并讲解。代表团对我校两个博物馆的丰富馆藏赞叹不已。 摄影：耿凯
校工会、数理学院举办“两学一做”学习教育书法、绘画比赛优秀作品品鉴交流会,11月8日下午，“两学一做”学习教育书法绘画比赛优秀作品品鉴交流会在主楼七楼数理学院职工小家举行。校长王凤鸣、副校长张小平出席。会上，本次比赛评委组组长田文彦老师对甄选出的部分优秀作品进行了点评讲解，艺术设计学院陈慧娟讲师将自己创作的剪纸作品进行了展示和解析，茶艺协会王哲副教授就茶艺知识进行了介绍。随后三位老师分别进行了现场创作和技艺展示。张小平表示，本次品鉴交流活动内容充实、气氛温馨，为数理学院教职工和书画、剪纸、茶艺爱好者提供了交流学习的机会，形式做法值得推广。同时对数理学院基础学科建设、课程改革、人才培养方面的工作给予了肯定，并提出了要求。王凤鸣做了总结发言。他表示，此次数理学院职工小家开展的活动内容丰富、气氛温馨，展现了学校教师较高的技艺水平。今后应充分利用职工小家这一多功能平台，在开放式资源共享、大学文化交流沟通中履行职能，发挥重要作用。王凤鸣同时肯定了校工会在职工小家建设方面所做的工作和数理学院在基础学科建设方面做出的成绩，希望数理学院在高端专业人才引进、教学改革、科学研究、大数据与专业学科结合、协同创新等方面发挥引领作用。他强调，各单位充分发挥职工小家平台作用，围绕文化、学术、生活等方面多做工作，为青年教师提供服务。交流会由校工会主席许俊主持，两办主任尉西杰、数理学院院长段生贵、党总支书记闫兰柱、工会副主席王建芳、数理学院副院长曹南斌和部分教职工参加了本次交流会。 
我校国土资源科普基地通过初评,2016年10月29日，河北省国土资源厅邀请了来自河北省地矿局、河北师范大学、保定学院等单位的有关专家组成专家组，对河北地质大学地球科学博物馆国土资源科普基地进行了初评。专家组实地考察了地球科学博物馆，并举行了评审会议。副校长侯书文和地球科学博物馆馆长吴文盛出席了会议。吴文盛向与会专家汇报了三年来关于博物馆科普基地建设的情况，并提交了《国土资源科普基地自评估报告》及相关资料。专家组在听取汇报和审阅相关资料后，经过质询和讨论，对河北地质大学地球科学博物馆国土资源科普基地得出以下初评意见：该科普基地集科普教育、科学研究和高校教育教学于一体，特色鲜明。专家组一致同意河北地质大学地球科学博物馆国土资源科普基地评估为优秀，并建议该馆进一步加强场馆互动项目建设。 
【聚焦双选】2017届毕业生：稳定心态“问前程”,双选会现场，部分同学们坦言，升入大四后，生活有了较大的变化，从以往注重学业和社团活动，逐渐转向关注就业形势和行业竞争等信息。一名会计学院大四学生透露，自己的生活变得忙碌，有一部分是来自就业的压力。而有的同学谈到平常就会从学校官网或就业榜上关注就业相关信息。数理学院大四学生黄海生表示自己还是很有信心应对当前的就业形势的。他说，大学生要明确自己的责任，以学业为重，从根本上提高自己的能力。而他也一直注重在大学生活中储备知识、锻炼能力来提升自己。他来自四川，一年级时普通话不标准，性格内向。但在经过三年的有意识的锻炼后，他在面对记者时自信大方，普通话也比较流利。他觉得大学生在求职的时候应该有这样的素质：“一个求职者在面对面试官时的自信和热情都是必要的，因为面试官需要在面试过程观察并了解应聘者们，所以自我展示的能力是必要的。同时，还要学会掌握主动权，善于在企业面前推销自己。”随着双选会的火热进行，一位学金融的大四女生热情地接受了采访。作为一名金融专业的应聘者，当问到招聘单位对应聘者有哪些要求时，她介绍说，招聘单位更看重个人能力，专业成绩要好，能力更重要。她说：“工作和专业即使不对口也可以接受，爱好所在，就能有所成就。”在采访结束后，记者跟随她走向了一家企业，在与招聘者进行了简短交流后，她给自己心仪的企业留下了联系方式。与该同学的自信相比，迷茫者不在少数。心仪企业要求甚高，其他企业又心有犹豫。“这是我第一次来双选会，对一些公司没有提前了解”，陈林如是说。他也提到：“用人单位对学生的能力很看重，学生工作方面的经验也很重要。”采访中记者发现，用人单位对学生所学专业是否对口一般不会强求，兴趣所在且有所专长才是最受关注的。目前当大学生创业成为热门话题的环境下，有同学谈了自己对这一情况的看法。如营销专业的郝亮，他认为创业需要大量资金支持，不想给父母增加压力，所以选择及时就业，积累资金和经验，“当然，几年之后当自己积累的各方面条件满足，我也会考虑创业的。”双选会提供了初步的交流平台，更多详细情况要到正式面试时进一步了解。希望准毕业生们面试顺利，找到理想的工作，迎接自己美好的未来！采访、撰稿：张琪 雷娜 梁静平 赵越 张亚茹
【聚焦双选】用人单位看重“综合能力”,进入冬天，进入又一个求职季。双选会的召开，为即将步入社会的大学生们带来了福音。毕业生就业难早已是不争的事实，但此次双选会并没有因此缩小规模，11000多个岗位在等待着竞争者。走访中，记者发现财务类岗位对专业有限制，企业想招聘学会计、统计、审计、金融方面的本科学历以上的学生。销售类岗位的工作基本上不限制专业，态度好、有能力就行。虽然销售类的岗位底薪不高，但是销售提成很高，企业代表说：“在销售行业，万元左右的工资很常见，而且，即使是没有接触过销售的同学也不用担心自己无法胜任，每个公司都会给新入职的同学进行短期的培训，使新入职的同学能顺利适应工作岗位。但是，同学们不要轻易的加入销售工作，还要结合自己的性格特点。”天山房地产销售工司的企业代表告诉记者：“进入销售岗位可以锻炼同学的社交能力，增加人脉，所以每个大学生都要经历一至两年的销售，培养自己的能力，开拓自己的眼界，积累自己的客户。”还有一些企业对于专业要求较为严格，比如通信专业、计算机专业等。所以，明确企业想要什么、明确自己想要什么，显得格外重要。在人才选用方面，诸多企业均侧重于其性格品质、主动学习能力以及端正良好的态度。在今日头条的招聘摊位，一位气质不凡的企业代表高兴地告诉记者，河北地质大学是她的母校，她对学校的贴心服务表示感谢。对于大四学生，她说，企业更看中学习能力和抗压能力。此外，他们也格外看中大学生对于自己的职业规划，对未来有何长远打算，因为这体现了学生的规划能力。在采访中，来自于北京李先生加州牛肉面大王快餐食品的招聘负责人说道：“我们主要是从校园出发，对校园招聘抱有巨大期待。在人才选用方面，良好的品质是关键点，学历指标为次要，看重大学生的基本素质及沟通能力。有可能在校是优等生，但实践能力较弱。多学习多实践以及吃苦耐劳的态度是必须具备的。”作为本次双选会中为数不多的酒店管理单位，江苏省山水大酒店集团有限公司的招聘人员颇有感触的说道：“服务行业招聘门槛是较低的，所以我们需要的是具有学习能力及动手能力较强的人才。我们要求人才有认真、吃苦耐劳的精神，会说话，会做人，有端正的工作态度，这些都会为应届毕业生加分。”但是由于应届毕业生沉淀期不够，定不下心来，导致在岗位上没有很好的稳定性，所以酒店招聘人员诚恳希望踏实认真的人才前来应聘。未来的路还在脚下，梦想还需整装待发。本次双选会让大学生认识到，要获得一份理想工作，学历是重要的一方面，而个人素质也很重要。组织能力、创新能力和实践能力也成为应聘的一个重要筹码。采访、撰稿：金志展 刘柯如 陈冉冉 欧小改 等
【聚焦双选】默默地奉献，无声地坚守,昨晚，双选会所需的帐篷已经提前搭好，从主楼到西门，几百只帐篷在主干道上整整齐齐地排开。从傍晚六点开始，就已经有人看守这些帐篷，晚上九点之后，天空阴暗，淡淡的薄雾渐渐涌起，冷意弥漫。记者了解到，负责这次守夜的有青年志愿者协会的同学，也有大学生自主管理委员会的同学，另外，获得学校助学金的同学也参加了此次守夜活动。在主楼前，有玩轮滑的炫酷小子，更有在帐篷下默默坐着的双选会值班人员。我们采访到了青年志愿者协会的支界媛同学。她告诉记者，这次守夜活动分两批轮流值班，第一批值班人员值班时间为从傍晚六点到晚上十一点，下一批值班人员为从晚上十一点到第二天六点。当问到感觉五个小时的值班是不是很辛苦的时候，她笑着说：“这怎么会辛苦呢，值个班而已嘛。”她回答的语气是那么轻松愉悦，但是正是她积极乐观的态度却让我们心疼眼前这个冻得直打哆嗦的女孩，从她坚定的目光里，我们感受到了她勇于担当责任的态度。夜色中，几百个帐篷立在校道上。郭文静告诉记者，青协很重视此次活动，在双选会两个星期之前就收到了通知，之后在各个方面都做了充分的准备。现在每个负责人员要负责十几个帐篷，大家都在各尽其责，兢兢业业地努力完成自己的任务。在学校花园前面灯光照不到的一个帐篷底下，记者采访到了获得学校助学金的刘琪琪同学，她穿着羽绒服，静静地坐在那里，脸上洋溢着灿烂的笑容。她告诉记者：“为大家提供实实在在的服务，奉献自己的一份力，我们很开心，我们觉得这就是我们的收获。”参加值班的耿新宇同学祝福大四的同学们：“鼓起勇气，发挥创新意识，赢得面试官的青睐，成功争取到梦寐以求的职位！”在寒冷的夜色里，值夜班的同学们用他们的热情带来了缕缕暖意！寒夜再冷，有了他们就变得如此温暖。他们用实际行动站好了第一岗，为双选会打响了第一仗！在双选会场，有一群很特别的人，他们既不为找工作而来，也不为招贤纳士而奔走，但却为保证我们的健康而忙碌，他们就是后勤工作人员。记者有幸采访到了几位校医院的医生，她们把学校里的同学都看作自己的孩子一样，她们希望同学们都可以找到合适的工作，像羽翼丰满的鸟儿都飞向广阔的蓝天。后勤工作人员为了保障用人单位的工作人员能吃到热腾腾的饭菜，延长了食堂的营业时间，改为全天营业。在现场，记者看到很多工作人员都是精神饱满的，这与后勤人员的辛勤努力有着密不可分的关系。我们还看见奔波于现场辛勤工作的清洁工人，他们绝对不是最显眼的那个，但是却无怨无悔地默默劳动着，为保持整洁的环境辛勤付出着。在寒冷的天气和严重的雾霾里，静静等候着，时刻准备着。虽不显眼，却一直在发光发热，这就是他们——后勤员工。双选会现场的供电至关重要，部分企业的宣传用到了灯具。为了保证良好的宣传效果以及确保双选会的顺利进行，停电事故必须尽快处理。电工师傅们顶着寒风，随时待命，一旦出现突发情况必须迅速出动，抓紧时间解决问题。今天，两个校区的学生齐聚本部，热闹非凡。为了保障北校区的学生的安全，使学生们有组织有纪律的到达本部参加双选会，后勤车队租了八辆大巴车来供学生们乘坐，无论是接还是送，他们在这个寒冷的冬天都用微笑来温暖每一个参加招聘的同学。经过之前几次双选会，后勤在准备工作方面积累了丰富的经验，工作也越来越完善。他们也祝福参加双选会的学生们可以顺利找到工作。正是他们每个人的爱心与真心，才让我们的双选会有着不一样的精彩！“我的工作就是游走”，周双梦同学幽默地说，“我主要负责帮助回答一些问题，提供工作牌，虽然工作不重，但我做得很开心。”“我们的工作就是倒水、帮助企业签到，有时候人家问我们有没有纸张和抹布之类的我们也是有点尴尬，不过还是会尽心尽力的”，田岭同学热情地回答，“我们今天早上七点十五分就到场了，主要是布置会场，准备热水，查看展位，联系医疗站等等，志愿者就是要不怕冷不怕累，所以我就来参加了。”记者采访到了大学生职业协会就业服务部的杨磊同学，他对职业协会所做的工作做了简单介绍：“上午主要负责巡视和协助签到，下午有企业在校面试，我们还要进行服务，主要是帮助使用和检测多媒体，收拾教室等等。”志愿者在双选会上都有显著的标志——小红帽，这样更方便别人寻找他们。在其它人看来，志愿者就是路标，需要帮助找他们，有困难了找他们。志愿者不仅需要等待别人来寻求帮助，还要积极主动地去帮助别人。毫无疑问，有了热情的志愿者，双选会才会有条不紊地进行。人们都说“种一棵树苗，享一片绿荫；撒一把花种，收一方馨香”，在双选会现场，忙碌的“小红帽”各处奔波，或指路，或倒热水，或巡逻……正所谓“赠人玫瑰，手有余香”，他们的工作看似简单，却是真正切切的暖心行动。采访、撰稿：庞明玮 王楠 刘雨欣 姚志远 李聪 唐楠 等
【聚焦双选】明确定位，慎重选择——访就业中心主任齐宝辉,在双选会现场，记者对就业中心主任齐宝辉老师进行了采访。齐宝辉指出，当前就业形势依旧严峻，就业人数逐年增多，就业压力较大。2016年应届毕业生有765万，2017年应届毕业生将增至780万，加上往年未就业的学生，寻找工作的人数将达到1000多万。此外，因经济下行压力、就业结构问题，社会人才需求与大学专业设置存在巨大差异。就业形势虽然严峻，但同学们热情不减。双选会上记者观察到，有些大学生求职心切，选择简历“海投”，还有些大学生只是有针对性地投简历。对此情况，齐宝辉表示：“不建议海投，简历最好有针对性，这样更便于求职。”我校学生的就业挑战与机遇并存。作为就业中心主任，齐宝辉也向记者介绍了我校学生的就业优势。首先，河北地质大学与各用人单位互动良好，同时实行人才精准推送的方式增加就业；其次，开发了就业微信公众平台，让学生可在多地区就业。还有，学校面向大一、大二、大三学生开设必修课――就业指导课。这些渠道都有利于学生更好地获取信息，方便了学生的就业。同时，我校学生在求职方面也存在着一些问题，这些问题也是很多在校大学生的共同问题：求职主动性差，一心想攀高枝（工资低便拒绝），职业规划并不清晰。这些问题都需要大学生更加重视。面对种种情况，学校就业指导与服务中心任重而道远。就此，齐宝辉也谈到了就业中心将要开展的几项工作：首先，增加中型招聘会的频次。由一届4次至5次到争每月都能举办一次；其次，进一步推进精准推送进程，改进就业网站，同时将就业宝、APP、微信三合一，深入做到精准推送。此外，多举办校内活动，与职协联手多开展就业方面的讲座，使学生就业能力稳步提升。最后，学校也会增设一些与就业相关的选修课，真正使大学生在校就与社会接轨。齐宝辉向即将求职的大学生提出了以下几点建议：首先要精准定位，了解自己的优势和特色，明确就业方向。其次，在进行单位挑选过程中，要学会筛选，留下自己心仪的公司，根据公司要求制定突出个人优势的简历。最后，对待工作，大家都要满怀热情，在招聘中适当降低期望值，没有最好只有更好，选择适合自己的最重要。只要发挥自己的优势，找对求职的方法，就可以突出重围。采访、撰稿：杨梦凡 张佳伟 王沛玄 李兴悦 严睿哲 房妍
【聚焦双选】记者团对话校党委副书记刘耀辉,今天的双选会吸引了360余家招聘单位，共计提供11000个就业岗位，涵盖我校地质工程、会计学、宝石及材料工艺学等44个本科专业，电子商务、工程造价等18个专科专业，为毕业生提供了良好的“双向选择”平台。双选会现场，大学生记者团采访了校党委副书记刘耀辉，他就大学生就业给予了学子们宝贵的指导意见。刘耀辉指出，当前就业形势严峻，但是校方会一切为了学生，尽最大努力来加强就业工作，除了双选会之外，学校也加大了中型招聘会、专项招聘会的密度，也希望同学们要早定主意，不要这山望着那山高。如果举棋不定，机会就错失了。此外，不能仅仅依靠双选会，有恰当的机会就该把握，要看清形势，早下决定。“教育是一门科学，教育需要尊重规律，只要有利于同学们的发展、成长和成才的我都赞成，并且我将不遗余力地支持。但是我们也要区分情况，有些同学要考研，那么我们本科阶段的教育就成了升学预备教育。”对于我校教育模式对学生就业的影响，刘耀辉如是说。而关于我校英语课堂的改革创新，他指出：“我们不能不重视外语笔试能力的提高，否则就可能栽在门槛上。另外，主张大家多练、多看、多学，增长实际应用能力，哑巴英语肯定不过关，这要辩证地看。”关于我校学生就业的问题，刘耀辉特别指出，校友力量巨大。他说，河北地大有近十四万校友，其中三分之一已经是相关领域的佼佼者，也不乏一些大中企业家，只要他们肯帮忙，那同学们的就业就不成问题。而今学校也加大了校友工作的力度，目的之一也是为了帮助学生就业。针对当今大学生承受的就业压力，刘耀辉寄语同学们——“以学为本，增长才干，提高素质。多学、多掌握知识，将来竞争力才会强。我们内在的核心竞争力应该是我们的学识、能力和素养。”另外，他还鼓励同学们多承担社会性的工作，到学生干部的岗位上多锻炼，多参加文体活动，要提高社会交往能力，加强团队协作意识。采访、撰稿：李晴晴 贺丽娟 李双 王子妍 乔威
【聚焦双选】体验双选，未来并不遥远,2016年11月5日，河北地质大学2017届毕业生大型双向选择洽谈会在河北地质大学主楼广场隆重举行。现场，众多大四学生为求职而奔走，也有不少大一、大二学生前来参观学习。15级地质工程专业学生张凯亮说他是通过微信公众平台的推送消息以及学长学姐的宣传，了解到此次双选会的，他认为双选会对他来说是一个很宝贵的学习机会。此次双选会有许多大型企业参加，涉及到的工作岗位很全面，与前几年相比较，更大的宣传力度也吸引了大批同学。16级会计学院的邓玉霁说：“双选会最吸引我的地方是它的热烈场面，毕竟是300多家企业前来招聘，感觉很正式很隆重，所以就来看看！”也有同学谈到，这次双选会的用人单位摊位是按照地域划分的，这给重视工作地点的大四学生带来了很大的便利。与大四学生有明确的求职意图相比，大一大二的学生多是抱着一种好奇的态度。受访者坦言，他们对于自己专业的就业情况并不了解，所以想提前了解自己以后的工作方向以及目前的就业形势，而且在考研成主流的趋势下更需要规划自己未来的发展方向。多数同学表示，关注双选会是为了开阔眼界，了解企业招聘情况，为今后找工作积累经验。“我主要是来了解了解现在的就业形势，考虑一下是要毕业之后找工作还是早早准备考研。”张凯亮如是说。大四学生在双选会收获到的也许是一份工作，但对大一大二学生更多的是一份激励。张凯亮坦言：“此次双选会让我看到了我的缺点，我的差距，这让我很有压力，也会使我产生努力学习的动力。”在参观双选会的过程中，大一和大二的学生们都感到了时间紧迫。他们一致表示，随着时间的推移，身上的压力越来越大。他们说，希望到大四的时候，也能为双选会做足准备。何谓准备？在他们看来，首先专业知识要过硬，毕竟这是整个大学付出心血最多的方面。其次要花心思准备一份能体现自身特点和能力的简历，这是找工作的基础。在细节上要注意的就是自己的个人形象，着装和言谈举止要大方得体，注意自己与他人的交流方式，给企业留下一个良好的印象。虽然这些都是小细节，但毋庸置疑的是：细节决定成败。尽管只是大一大二的学生，但在参观双选会的过程中，大家也都有了更深刻的危机感。相信经过这次的了解。他们也会认真考虑自己的就业问题，重视自己的发展和能力的培养。希望两年或三年后的今天，在属于他们的双选会上，他们能够做到准备充分，态度端正，以最好的心态来迎接属于他们的主场！采访、撰稿：尹军霞 王晓亭 赵鑫 郭婕
【聚焦双选】双向选择，成就你我,11月5日上午，初冬的暖阳逐渐升起，晨雾散去，2017届毕业生双向选择洽谈会（以下简称双选会）的气氛也热烈起来。地大学子们手握一叠简历耐心地在心仪的企业前咨询或等候，心中的就业目标也逐渐清晰。大学生记者团在现场对部分大四毕业生进行了采访。地质学专业的黄琳同学觉得就业形势不乐观，不知自己可以从事哪些工作，希望可以找到专业对口的工作，也有考研的意愿。她希望能在国企工作，看中的还是那里待遇比较好。法政学院行政管理专业的石宵宁同学则对国企私企没要求，认为就业压力并不大。比起前两位同学，会计学院的苏琪同学心态更好一些，她认为自己的专业比较好找工作，也不介意国企与私企，有工作就好。水环学院环境工程的徐博文同学说，希望可以找到对口的专业，如果找不到就回上海工作，毕竟对家乡有浓厚的感情。可见，不同专业的就业形势各不相同，大家的心态也各异。毕业后的方向有三个：考研、考公务员、去企事业单位。准备工作的石霄宁认为简历很重要，简历中要充分发挥自己的特色，吸引用人单位的眼球，要简明大方、得体。去应聘前一定要提前了解公司与职位，更要注意自己的形象与言谈举止。有考研意愿的黄琳也准备试试，她认为要充分发挥自身的优势，让用人单位充分了解自己，用自己的自信、细心与耐心把握机会，用人单位不只会看成绩，更看中综合能力。同样准备考研的陈雪冬准备寻找与自己专业对口的工作，他认为如果专业不对口很大程度上是在浪费时间。他说：“这次来的用人单位应该还是招的本科生多一点，要把压力当成动力。与专业对口是工作的基础，只有明确自己的专业本质，才能不遗余力，用对精力。”在采访过程中，谈到大四学生对大一新生有什么建议时，黄琳表示，一定要把握机会实现梦想，千万不要荒废这四年。要多实践，只要自己感兴趣的事就去做，最大限度地丰富自己。不要总在宿舍睡觉、玩手机浪费时间，否则到大四的时候会后悔的。石宵宁补充道，一定要好好学专业，早与社会接触，积累实践经验。凉风萧瑟，却吹不寒求职人的心。熙熙攘攘的双选会现场，我们看到的是大四学生的积极心态和用人单位的热情和诚意。这次双选会为准毕业生和用人单位提供了一个互相了解的平台，使学生深入了解了就业形势。即将毕业的大四学生在人群中穿梭着，握着简历的手在寒风中被吹得微红。他们期待着自己心中的职位，寻找着适合自己的工作。各个用人单位也为了寻找人才积极宣传，热情讲解。我们真心希望每位准毕业生都可以找到合适的工作，在职场上展现自己的风采！采访、撰稿：王悦怡 王思涵 赵崧 安旭 黄嘉惠
